gene1,gene2
40032,3346208
841182,853281
26060,3777
27346,55536
853744,66724
836518,58490
37220,286451
415117,10302
851379,79365
40620,10522
178104,3641730
8993,45588
4087,56292
821346,2541059
4171,837327
834961,20586
40438,173990
80895,32387
54752,852089
2674,828764
852399,7033
9628,854436
851259,389119
854918,818395
836094,12512
89953,174240
3552,32428
825794,851644
9587,18740
2541942,64465
855318,2541089
2543589,6625
38146,153562
503638,3077490
7273,2540677
8721,232943
4794,399327
79171,12798547
143384,326197
843875,19385
850450,176784
51327,35747
854026,16924
855166,31474
1024,387755
192258,4826
36699,835198
40508,18514
55173,827623
80344,27129
6274,176451
10741,100008935
5931,176784
843534,831293
117277,181663
856799,832577
64780,51154
140807,84027
17248,883
829716,281626
85013,59323
39340,79631
2494,38835
2735,140688
853891,7905
851018,59349
83547,379747
37134,180644
854745,8533
174284,816386
285,80318
856870,339390
175227,852241
856719,856024
2539004,176438
3760,79365
26223,51719
854123,2047
1999,852416
4323,829463
855746,362827
59312,3952
27096,51778
4294,836661
851641,11350
856553,5535
44155,175870
851456,853049
175813,6604
41627,184112
7706,64762
10557,76007
830424,821251
853310,3069
834109,86614
856668,2540316
834842,11326
823965,94090
652968,3818
2242,2539938
40009,8619939
852694,230872
33864,836086
34170,39567
2885,283870
856545,814777
851962,178305
822293,28227
853778,852487
1737,9631
51341,839527
852578,283237
856898,824112
6612,163702
32800,854268
35053,55234
2542239,57213
854916,832409
811,820132
852200,9099
851460,29969
856863,855603
55660,181284
71648,20650
67731,2543310
820609,852116
855760,94097
179202,84456
37837,14824
856393,10421
29105,26893
5934,36821
850347,37015
2202,851907
851708,800
3717,3614
57713,190025
842674,54536
170482,175712
5429,10966
8431,8491
7291,83541
179959,832549
57178,41014
852044,856117
853247,1494081
114928,817518
4349491,176083
36298,3635627
8773,41102
855680,830801
854742,855303
12393,851162
55147,57461
114088,23012
116643,64783
197370,3772180
5345,79088
853400,2541473
51088,252969
851066,824086
851975,9230
856572,2542393
830556,15904
851929,855571
125050,2540582
22854,15399
545486,55081
850744,172244
5734,180203
8601,3639440
402,815069
398044,37893
1975,818562
822058,850711
853356,853333
55086,2538964
6672,78309
855580,147912
42066,4599
580,10116
837303,10966
174518,67826
70160,174398
856475,5324
55363,432940
26071,851869
5797,143884
854469,856231
837869,851644
173116,179262
3641730,380506
853272,81490
26121,856814
875,177460
174076,222696
173334,9958
10765,179052
5571,36821
852500,3639674
91,2703390
22827,851993
9855,855723
854193,819756
855577,6874
2152,11261
22,5354
1489369,824147
44353,1489480
27258,3077460
2893,2543114
2130,59343
9627,17248
855336,51504
832196,23081
23113,34902
851720,14463
850677,154810
59009,831293
51141,179353
2539399,8968
42424,172562
820335,829654
5601,855687
55197,171739
854662,17125
7681,174017
653121,27154
57142,851076
84923,252969
831959,11168
8725,855511
84033,945956
6558,3564873
51552,9625
851075,80149
829221,43566
188539,186189
2540013,7343
27095,179224
7532,6002
828715,826730
24131,2541213
3716,10195
939,3636229
65988,22793
29560,40680
855048,14463
2672,1200
57819,57060
829919,824627
825004,548593
851246,829555
9531,9885
2324,2705
56616,852487
856490,374393
7343,840152
834351,843477
7251,851150
850782,7884
1068,177895
7322,81631
833676,10211
54840,818303
14173,947572
534,15205
830335,1489424
854252,576
820093,25766
821456,851962
836365,47781
174964,816297
6717,945319
10395,55297
5577,36609
55644,146059
852224,838564
35662,12929
79923,14580
3398,7879
842147,172243
2882,837428
171923,100362640
77134,855743
861,27049
64802,172604
932,820082
3956,8570
5585,832259
5393,179533
6628,5795
5970,2542806
51016,180073
835337,64704
254251,134288
7247,828792
79447,946227
339976,380368
361712,824477
54457,51244
9968,172054
854818,856143
9015,831648
851676,174725
71740,2541047
36017,7544
55723,81574
9454,9905
2543506,65251
176605,6957
100288687,382090
2542404,180125
79594,818519
856075,26090
851587,84016
2539455,172675
23286,27180
5720,824882
854208,90019
853416,35584
175685,397928
7786,189743
81892,55209
2540585,837602
852743,9182
852584,229906
540,375298
853783,6838
44289,824576
5467,819651
11075,41952
33214,301513
836862,854770
177335,10200
172225,7381
817696,827457
727,829826
11228,853954
816539,54882
5617,853551
2540939,23001
217365,818978
854725,117045
33059,13347
268749,19664
10370,824666
10628,23208
54302,143098
79444,843811
850920,29666
854954,835157
854078,854814
57085,64927
856763,1823
854810,56203
320267,380545
853828,64127
12043,3638
9063,64061
11335,126282
855860,851558
831587,68375
84092,175789
8626381,66233
246744,10927
10274,2079
186,2540738
10818,824340
850684,26748
116085,25577
6641,14105
10919,825234
51552,20277
850310,147339
8445,414899
855430,856892
2810,852023
11796,172735
8924,255394
42273,49
40739,84911
117060,404672
26145,41920
176282,2539420
851859,100009378
852435,818562
59035,42843
841284,79849
854085,3636102
851263,32752
55662,856680
851466,175451
196,172399
856644,12151
369,9501
716,824343
5298,820427
836466,259217
856089,398425
852506,3978
855705,23076
4001,9625
851647,36990
43565,3608
7514,33444
819300,26827
42453,972
57561,850322
2307,176454
84394,29496
5883,5744
100506753,14228
852881,326273
2540645,20403
65040,54241
176742,824585
8636,6752
2023,56829
9378,734455
172174,4803
64599,64147
5690,45343
855154,37889
39063,64762
2543526,834626
177343,398872
852640,6300
38912,13385
172594,18175
850963,72607
8239,3772633
1124,35742
3635033,171906
817247,24416
853868,850303
55964,54997
153562,55122
43559,14218023
8888,177040
5132,816838
210035,851860
163126,4863
6709,318847
83746,833962
23099,2541479
854406,175404
9025,172389
20276,100129583
8027,1468
1719,165918
856899,55917
29925,856751
853357,3161
64857,25330
851542,836894
853375,27231
14163,58799
179769,33314
842120,855946
2541201,22907
9318,431998
3376,816323
831162,843512
25827,51257
820463,178001
33441,34976
596,8831
32996,12346
1105,22905
164153,179743
64407,3565899
336,5940
8775,839714
174477,12421
75785,79901
854697,171482
831197,10462
10456,31842
826364,31157
5934,20909
838687,58157
1495,72607
850457,5810
852494,29089
1045,32001
179677,22992
855652,856015
64630,835956
852779,839419
853327,172461
173920,51143
856604,26100
851596,243833
7003,19384
855496,15170
171849,2538838
851204,81555
9401,79901
14159,828025
853579,53443
4089,41942
6993,55885
175955,850442
856916,820729
835337,41529
836481,12443
852866,834706
1785,55159
2745725,6659
176702,835777
498,196403
38786,58982
22929,23309
5338,852212
173168,831462
31003,853774
14633,45328
173334,842039
65180,39552
4208,818390
855618,10040
42162,51719
5429,177779
853934,20277
32679,37734
84515,397774
5893,84287
19250,28952
37549,66083
9815,180416
8649,15361
850962,856470
15398,856553
260305,388389
852351,221357
834599,184117
851696,823650
84142,171050
852560,8361
35526,853991
944750,831112
854544,51564
856482,200933
25747,379124
945370,23122
1901,56897
852952,852405
172943,820405
116640,2539002
820419,19417
825,196513
5346,3624
14218023,42192
11015,831267
1452,190560
172817,855099
6619,8939
8440,20937
3182,946977
25843,10250
5866,67615
852881,43217
1019,842956
36240,283899
32934,85021
17257,2542655
855360,853320
821151,42547
85365,55118
852655,183457
5536,314850
2983,828571
51645,152185
828219,221150
826724,35197
3876057,51277
1912,7139
55737,3684
114904,8370
2542615,75744
4976,824712
3476,55872
852657,374659
41103,173954
852262,181263
5584,147007
26260,947834
7295,817711
3385,231332
112858,228003
855406,835323
57659,3122
2917,172167
2543058,824896
837483,493
2781,399092
852837,3637683
843614,9228
854916,852089
176536,342096
75717,38258
2542070,35332
9311,33469
856515,4617
5788,2542910
1080,545428
183457,55107
53335,174256
7030,41995
173214,172281
853894,32965
90249,855139
31603,185022
4035,856179
441925,9911
851858,100043163
5864,140499
2059,4697
8549,3929
839732,100340063
3028,3625
8943,177463
44289,14763
2874,64834
7746,853389
823832,162239
55363,19133
254887,855862
3595,43819
2541264,27067
57621,3848
2540057,2543310
8905,2542558
35184,27242
853359,854703
39315,27236
65109,850908
23594,41470
99152,83633
3483,844377
170840,43319
2542576,835951
852921,32946
851052,42297
175976,5865
839893,14680
26286,79726
854063,23098
91526,230
2539908,35895
856314,175121
38540,103983
826907,191679
178614,824838
41103,173953
853252,23022
55198,29101
8237,172920
25123,26205
84451,18759
26507,11622
37149,827493
25489,185870
9958,852504
80725,179118
34881,51191
3641730,379324
852003,5897
1387,7353
851115,850720
39018,10221
79872,81922
395557,4869
172099,54882
284,283489
3727,116644
39552,2993
32574,394293
90060,841975
4193,10775
3716,185826
2542106,283870
2696,19075
6689,1673
851485,51005
10758,17872
201475,55758
45827,55593
822293,79753
433759,830973
816486,851021
2289,5915
2540127,248
829662,51070
2542880,191757
8028,175113
5706,5778
174371,855417
850889,828151
852640,6135
10193,20296
79130,57405
43839,831442
44861,23554
834975,54244
851255,2767
829901,37038
32800,165324
5518,7265
1958,23176
854817,13653
641,4603
855771,814643
853891,20185
830080,9499
80306,851907
45827,42435
947872,55164
5600,1958
852101,253725
41746,822170
855592,851776
43217,11991
177658,4137
92369,836324
854932,64852
10926,7415
6840,79956
23522,856778
178147,380037
9976,259457
55734,11112
8575,64168
9972,25729
41085,5562
22284,143098
856096,84790
851416,84272
853936,116554
57761,23363
834367,100049755
39583,2701
10969,2905
856563,854436
850440,836057
54206,33440
26994,14174
14815,836808
2540618,5250
1028,23429
850840,850296
85415,181663
2040,380504
2543027,823602
2541144,1489679
64081,824372
23786,172761
2901,575
5837,10107
6279,52432
850523,178867
16179,85453
856061,34286
2541973,13653
5834,51130
2541134,379535
5899,821667
19075,494750
850713,176045
7101,179794
54819,2541436
854912,832773
852273,56084
855890,21926
81624,814740
836132,3670
29903,853545
608738,818859
2543629,826942
9266,101206
4139,826735
1742,819567
11749,216440
115106,27113
177253,10592
11352,51582
388,65962
39212,379124
839960,127829
835889,856246
359,55276
825476,49228
2543506,852767
5567,126074
41740,853765
3195,3638512
39136,2543539
853136,2701
854418,853408
41491,851432
3361204,172928
